id,created_at,updated_at,language,name,description,is_alcoholic,category_id
752,2025-07-09 18:29:28.407+00,2025-07-09 18:29:28.407+00,RUS,Персик,,False,31
753,2025-07-09 18:29:28.413+00,2025-07-09 18:29:28.413+00,RUS,Персиковый ликер,,True,23
754,2025-07-09 18:29:28.419+00,2025-07-09 18:29:28.419+00,RUS,Персиковый сок,,False,34
755,2025-07-09 18:29:28.426+00,2025-07-09 18:29:28.426+00,RUS,Персиковый шнапс,,False,37
756,2025-07-09 18:29:28.433+00,2025-07-09 18:29:28.433+00,RUS,"Печенье ""Дамские пальчики""",,False,28
757,2025-07-09 18:29:28.44+00,2025-07-09 18:29:28.44+00,RUS,Портвейн,,False,37
758,2025-07-09 18:29:28.449+00,2025-07-09 18:29:28.45+00,RUS,Ром (75.%),,False,49
759,2025-07-09 18:29:28.457+00,2025-07-09 18:29:28.457+00,RUS,Сахар,,False,39
760,2025-07-09 18:29:28.463+00,2025-07-09 18:29:28.463+00,RUS,Сахарная пудра,,False,39
761,2025-07-09 18:29:28.469+00,2025-07-09 18:29:28.469+00,RUS,Сахарный сироп,,False,44
762,2025-07-09 18:29:28.478+00,2025-07-09 18:29:28.478+00,RUS,Светлый ликер crème de cacao,,True,23
763,2025-07-09 18:29:28.484+00,2025-07-09 18:29:28.484+00,RUS,Светлый ром,,False,49
764,2025-07-09 18:29:28.49+00,2025-07-09 18:29:28.49+00,RUS,Сельдерей,,False,48
765,2025-07-09 18:29:28.497+00,2025-07-09 18:29:28.497+00,RUS,Семена тмина,,False,39
766,2025-07-09 18:29:28.503+00,2025-07-09 18:29:28.503+00,RUS,Серебряная текила sierra,,True,38
767,2025-07-09 18:29:28.51+00,2025-07-09 18:29:28.51+00,RUS,Сироп cream of coconut,,False,44
768,2025-07-09 18:29:28.519+00,2025-07-09 18:29:28.519+00,RUS,Сироп crème de coconut,,False,44
769,2025-07-09 18:29:28.526+00,2025-07-09 18:29:28.527+00,RUS,Сироп crème of coconut,,False,44
770,2025-07-09 18:29:28.533+00,2025-07-09 18:29:28.533+00,RUS,Сироп grenadine,,False,44
771,2025-07-09 18:29:28.542+00,2025-07-09 18:29:28.542+00,RUS,Сироп гуава,,False,44
772,2025-07-09 18:29:28.547+00,2025-07-09 18:29:28.547+00,RUS,Сироп гуаявы,,False,44
773,2025-07-09 18:29:28.554+00,2025-07-09 18:29:28.554+00,RUS,Сироп из лайма,,False,44
774,2025-07-09 18:29:28.563+00,2025-07-09 18:29:28.563+00,RUS,Сироп из ренклодов,,False,44
775,2025-07-09 18:29:28.569+00,2025-07-09 18:29:28.569+00,RUS,Сироп лайма,,False,44
776,2025-07-09 18:29:28.575+00,2025-07-09 18:29:28.575+00,RUS,Сироп маракуйи,,False,44
777,2025-07-09 18:29:28.58+00,2025-07-09 18:29:28.58+00,RUS,Сливки,,False,28
778,2025-07-09 18:29:28.591+00,2025-07-09 18:29:28.591+00,RUS,Сливки слегка взбитые,,False,28
779,2025-07-09 18:29:28.597+00,2025-07-09 18:29:28.597+00,RUS,Содовая вода,,False,33
780,2025-07-09 18:29:28.607+00,2025-07-09 18:29:28.607+00,RUS,Сок passion fruit,,False,34
781,2025-07-09 18:29:28.613+00,2025-07-09 18:29:28.613+00,RUS,Сок грейпфрута,,False,34
782,2025-07-09 18:29:28.619+00,2025-07-09 18:29:28.619+00,RUS,Сок из разных фруктов,,False,34
783,2025-07-09 18:29:28.626+00,2025-07-09 18:29:28.626+00,RUS,Сок лайма,,False,34
784,2025-07-09 18:29:28.632+00,2025-07-09 18:29:28.632+00,RUS,Сок лимона или лайма,,False,34
785,2025-07-09 18:29:28.639+00,2025-07-09 18:29:28.639+00,RUS,Сок маракуйи,,False,34
786,2025-07-09 18:29:28.646+00,2025-07-09 18:29:28.646+00,RUS,Сок папайи,,False,34
787,2025-07-09 18:29:28.653+00,2025-07-09 18:29:28.653+00,RUS,Сок сельдерея,,False,34
788,2025-07-09 18:29:28.659+00,2025-07-09 18:29:28.659+00,RUS,Сок черной смородины,,False,34
789,2025-07-09 18:29:28.666+00,2025-07-09 18:29:28.666+00,RUS,Соль,,False,39
790,2025-07-09 18:29:28.672+00,2025-07-09 18:29:28.672+00,RUS,"Соль, пропитанная соком сельдерея",,False,39
791,2025-07-09 18:29:28.678+00,2025-07-09 18:29:28.678+00,RUS,"Соус ""табаско""",,False,39
792,2025-07-09 18:29:28.684+00,2025-07-09 18:29:28.684+00,RUS,Соус табаско,,False,39
793,2025-07-09 18:29:28.691+00,2025-07-09 18:29:28.691+00,RUS,Сухой вермут,,False,37
794,2025-07-09 18:29:28.697+00,2025-07-09 18:29:28.697+00,RUS,Сухой вермут белое,,False,37
795,2025-07-09 18:29:28.703+00,2025-07-09 18:29:28.703+00,RUS,Сухой вермут белый,,False,37
796,2025-07-09 18:29:28.709+00,2025-07-09 18:29:28.709+00,RUS,Сухой вермут красное,,False,37
797,2025-07-09 18:29:28.714+00,2025-07-09 18:29:28.714+00,RUS,Сухой французский вермут,,False,37
798,2025-07-09 18:29:28.721+00,2025-07-09 18:29:28.721+00,RUS,Сухой херес,,False,37
799,2025-07-09 18:29:28.728+00,2025-07-09 18:29:28.728+00,RUS,Текила,,True,38
800,2025-07-09 18:29:28.734+00,2025-07-09 18:29:28.734+00,RUS,Текила sierra silver,,True,38
801,2025-07-09 18:29:28.74+00,2025-07-09 18:29:28.74+00,RUS,Темный ликер crème de cacao,,True,23
802,2025-07-09 18:29:28.745+00,2025-07-09 18:29:28.745+00,RUS,Тертый мускатный орех,,False,39
803,2025-07-09 18:29:28.751+00,2025-07-09 18:29:28.751+00,RUS,Томатный сок,,False,34
804,2025-07-09 18:29:28.759+00,2025-07-09 18:29:28.759+00,RUS,Тоник,,False,17
805,2025-07-09 18:29:28.765+00,2025-07-09 18:29:28.765+00,RUS,Тростниковый сахар,,False,39
806,2025-07-09 18:29:28.771+00,2025-07-09 18:29:28.771+00,RUS,Тёмный ром,,False,49
807,2025-07-09 18:29:28.777+00,2025-07-09 18:29:28.777+00,RUS,Физалис,,False,31
808,2025-07-09 18:29:28.782+00,2025-07-09 18:29:28.783+00,RUS,Херес,,False,37
809,2025-07-09 18:29:28.79+00,2025-07-09 18:29:28.79+00,RUS,Херес fino,,False,37
810,2025-07-09 18:29:28.796+00,2025-07-09 18:29:28.796+00,RUS,Херес medium,,False,37
811,2025-07-09 18:29:28.802+00,2025-07-09 18:29:28.802+00,RUS,Хлебная водка,,True,42
812,2025-07-09 18:29:28.808+00,2025-07-09 18:29:28.808+00,RUS,Цедра лайма,,False,39
813,2025-07-09 18:29:28.813+00,2025-07-09 18:29:28.813+00,RUS,Шотландский виски,,True,36
814,2025-07-09 18:29:28.82+00,2025-07-09 18:29:28.82+00,RUS,Эспрессо,,False,47
815,2025-07-09 18:29:28.827+00,2025-07-09 18:29:28.827+00,RUS,Яблочный ликер,,True,23
816,2025-07-09 18:29:28.833+00,2025-07-09 18:29:28.833+00,RUS,Яблочный сок,,False,34
817,2025-07-09 18:29:28.839+00,2025-07-09 18:29:28.839+00,RUS,Яичный белок,,False,26
818,2025-07-09 18:29:28.845+00,2025-07-09 18:29:28.845+00,RUS,Яичный желток,,False,26
819,2025-07-09 18:29:28.857+00,2025-07-09 18:29:28.857+00,RUS,Яичный ликер,,True,23
820,2025-07-09 18:29:28.864+00,2025-07-09 18:29:28.864+00,RUS,Яйцо,,False,26
1309,2025-07-14 12:22:31.822+00,2025-07-14 12:22:31.822+00,ENG,Pernod (or other anise-flavored liqueur),,True,NULL
1310,2025-07-14 12:22:31.841+00,2025-07-14 12:22:31.841+00,ENG,Bourbon or rye,,True,NULL
1311,2025-07-14 12:22:32.032+00,2025-07-14 12:22:32.032+00,RUS,Ликер биттер angostura,,True,NULL
1312,2025-07-14 12:22:32.084+00,2025-07-14 12:22:32.084+00,RUS,Ликер анисовый anisette,,True,NULL
1313,2025-07-14 12:22:32.09+00,2025-07-14 12:22:32.09+00,RUS,Ликер вишневый maraschino,,True,NULL
1314,2025-07-14 12:22:32.133+00,2025-07-14 12:22:32.133+00,RUS,Ликер цитрусовый cointreau,,True,NULL
1315,2025-07-14 12:22:32.138+00,2025-07-14 12:22:32.138+00,RUS,Ликер цитрусовый  curacao triple sec,,True,NULL
1316,2025-07-14 12:22:32.154+00,2025-07-14 12:22:32.154+00,RUS,Ликер цитрусовый curacao triple sec,,True,NULL
1317,2025-07-14 12:22:32.169+00,2025-07-14 12:22:32.169+00,RUS,Ликер мятный creme de menthe,,True,NULL
1318,2025-07-14 12:22:32.186+00,2025-07-14 12:22:32.186+00,RUS,Темный ром,,True,NULL
1319,2025-07-14 12:22:32.191+00,2025-07-14 12:22:32.191+00,RUS,Ликер гранатовый grenadine,,True,NULL
1320,2025-07-14 12:22:32.313+00,2025-07-14 12:22:32.313+00,RUS,"Ликер green
ликер мятный green  chartreuse",,True,NULL
1321,2025-07-14 12:22:32.318+00,2025-07-14 12:22:32.318+00,RUS,Ликер фруктовый apricot brandy,,True,NULL
1322,2025-07-14 12:22:32.386+00,2025-07-14 12:22:32.386+00,RUS,Ликер апельсиновый,,True,NULL
1323,2025-07-14 12:22:32.402+00,2025-07-14 12:22:32.402+00,RUS,Ликер  grenadine,,True,NULL
1324,2025-07-14 12:22:32.427+00,2025-07-14 12:22:32.427+00,RUS,Ликер медовый drambuie,,True,NULL
1325,2025-07-14 12:22:32.431+00,2025-07-14 12:22:32.431+00,RUS,Нектар маракуйи,,False,NULL
1326,2025-07-14 12:22:32.456+00,2025-07-14 12:22:32.456+00,RUS,Ликер горький amaretto,,True,NULL
1327,2025-07-14 12:22:32.504+00,2025-07-14 12:22:32.504+00,RUS,Ликер французский benedictine d.o.m.,,True,NULL
1328,2025-07-14 12:22:32.547+00,2025-07-14 12:22:32.547+00,RUS,"Ликер французский benedictine
d.o.m",,True,NULL
1329,2025-07-14 12:22:32.622+00,2025-07-14 12:22:32.622+00,RUS,Ликер вишневый grenadine,,True,NULL
1330,2025-07-14 12:22:32.727+00,2025-07-14 12:22:32.727+00,RUS,Ликер ванильный galliano,,True,NULL
1331,2025-07-14 12:22:32.732+00,2025-07-14 12:22:32.733+00,RUS,Ликер кофейный amaretto,,True,NULL
1332,2025-07-14 12:22:32.817+00,2025-07-14 12:22:32.817+00,RUS,Ликер вишневый,,True,NULL
1333,2025-07-14 12:22:32.837+00,2025-07-14 12:22:32.837+00,RUS,Ликер вишневый cherry brandy,,True,NULL
1334,2025-07-14 12:22:32.869+00,2025-07-14 12:22:32.869+00,RUS,Ликер абрикосовый apricot brandy,,True,NULL
1335,2025-07-14 12:22:32.961+00,2025-07-14 12:22:32.961+00,RUS,"Ликер пряный southern
comfort",,True,NULL
1336,2025-07-14 12:22:33.028+00,2025-07-14 12:22:33.028+00,RUS,Ликер,,True,NULL
1337,2025-07-14 12:22:33.057+00,2025-07-14 12:22:33.057+00,RUS,Ликер банановый,,True,NULL
1338,2025-07-14 12:22:33.104+00,2025-07-14 12:22:33.104+00,RUS,Ликер травяной green ликер мятный green  chartreuse,,True,NULL
1339,2025-07-14 12:22:33.143+00,2025-07-14 12:22:33.143+00,RUS,"Ликер southern
comfort",,True,NULL
1340,2025-07-14 12:22:33.158+00,2025-07-14 12:22:33.158+00,RUS,Ликер campari bitter,,True,NULL
1341,2025-07-14 12:22:33.226+00,2025-07-14 12:22:33.226+00,RUS,Ликер curacao triplesec,,True,NULL
1342,2025-07-14 12:22:33.251+00,2025-07-14 12:22:33.251+00,RUS,"Ликер southern
comfor",,True,NULL
1343,2025-07-14 12:22:33.383+00,2025-07-14 12:22:33.383+00,RUS,"Ликер травяной benedictine
d.o.m",,True,NULL
1344,2025-07-14 12:22:33.484+00,2025-07-14 12:22:33.484+00,RUS,Ликер цитрусовый сurasao,,True,NULL
1345,2025-07-14 12:22:33.672+00,2025-07-14 12:22:33.672+00,RUS,Ликер цитрусовые triple sec,,True,NULL
1346,2025-07-14 12:22:33.692+00,2025-07-14 12:22:33.692+00,RUS,"Ликер creme de
cassis",,True,NULL
1347,2025-07-14 12:22:33.781+00,2025-07-14 12:22:33.781+00,RUS,"Ликер greme
de menthe",,True,NULL
1348,2025-07-14 12:22:33.934+00,2025-07-14 12:22:33.934+00,RUS,Ликер коньячный grand marnier,,True,NULL
1349,2025-07-14 12:22:34.019+00,2025-07-14 12:22:34.019+00,RUS,Ликер шоколданый  creme de cacao,,True,NULL
1350,2025-07-14 12:22:34.088+00,2025-07-14 12:22:34.088+00,RUS,Ликер цитрусовый curasao blue,,True,NULL
1351,2025-07-14 12:22:34.125+00,2025-07-14 12:22:34.125+00,RUS,Ликер свекольный  curasao triple sec,,True,NULL
1352,2025-07-14 12:22:34.156+00,2025-07-14 12:22:34.156+00,RUS,Взбитые сливки,,False,NULL
1353,2025-07-14 12:22:34.193+00,2025-07-14 12:22:34.193+00,RUS,Ликер шоколадный  creme de cacao,,True,NULL
1354,2025-07-14 12:22:34.423+00,2025-07-14 12:22:34.423+00,RUS,Ликер цитрусовый curasao вlue,,True,NULL
1355,2025-07-14 12:22:34.518+00,2025-07-14 12:22:34.518+00,RUS,Ликер pisang ambon;,,True,NULL
1356,2025-07-14 12:22:34.912+00,2025-07-14 12:22:34.912+00,RUS,Ликер цитрусовый сurasao triple sec,,True,NULL
1357,2025-07-14 12:22:35.136+00,2025-07-14 12:22:35.136+00,RUS,"Водка finlandia
redberry",,True,NULL
1358,2025-07-14 12:22:35.259+00,2025-07-14 12:22:35.259+00,RUS,"Ликер сurasao triple
sec",,True,NULL
1359,2025-07-14 12:22:35.486+00,2025-07-14 12:22:35.486+00,RUS,Ликер фруктовый peach schnapps,,True,NULL
1360,2025-07-14 12:22:35.492+00,2025-07-14 12:22:35.492+00,RUS,"Ликер пряный sîuthern
comfort",,True,NULL
1361,2025-07-14 12:22:35.499+00,2025-07-14 12:22:35.499+00,RUS,Ликер дыневый midori,,True,NULL
1362,2025-07-14 12:22:35.683+00,2025-07-14 12:22:35.683+00,RUS,"Ликер jaune
chartreuså",,True,NULL
1363,2025-07-14 12:22:35.847+00,2025-07-14 12:22:35.847+00,RUS,Можжевеловая настойка  genever,,True,NULL
1364,2025-07-14 12:22:35.858+00,2025-07-14 12:22:35.858+00,RUS,"Ликер creme de
banane",,True,NULL
1365,2025-07-14 12:22:36.114+00,2025-07-14 12:22:36.115+00,RUS,"Ликер мятный creme
de menthe",,True,NULL
1366,2025-07-14 12:22:36.119+00,2025-07-14 12:22:36.119+00,RUS,"Ликер  цитрусовый сurasao triple
sec",,True,NULL
1367,2025-07-14 12:22:37.343+00,2025-07-14 12:22:37.343+00,RUS,"Ликер benedictine
d.o.m",,True,NULL
1368,2025-07-14 12:22:37.511+00,2025-07-14 12:22:37.511+00,RUS,"Ликер creme
de menthe",,True,NULL
1369,2025-07-14 12:22:38.126+00,2025-07-14 12:22:38.126+00,RUS,Желтый ликер ликер мятный green  chartreuse,,True,NULL
1370,2025-07-14 12:22:38.519+00,2025-07-14 12:22:38.519+00,RUS,Светлый или темный ром,,True,NULL
1371,2025-07-14 12:22:38.667+00,2025-07-14 12:22:38.667+00,RUS,Ликер коньячный gran marnier,,True,NULL
1372,2025-07-14 12:22:39.056+00,2025-07-14 12:22:39.056+00,RUS,Ром,,True,NULL
1373,2025-07-14 12:22:39.808+00,2025-07-14 12:22:39.808+00,RUS,Текила белая,,True,NULL
1374,2025-07-14 12:22:39.938+00,2025-07-14 12:22:39.938+00,RUS,Текила золотая,,True,NULL
1375,2025-07-14 12:22:40.021+00,2025-07-14 12:22:40.021+00,RUS,Текила золотая sierra,,True,NULL
1376,2025-07-14 12:22:40.057+00,2025-07-14 12:22:40.057+00,RUS,Ликерликер свекольный  curasao triple sec,,True,NULL
1377,2025-07-14 12:22:40.375+00,2025-07-14 12:22:40.375+00,RUS,Апельсиновый ликер  de kuyper triple sec,,True,NULL
1378,2025-07-14 12:22:40.565+00,2025-07-14 12:22:40.565+00,RUS,Ликер апельсиновый de kuyper triple sec,,True,NULL
1379,2025-07-14 12:22:40.595+00,2025-07-14 12:22:40.595+00,RUS,Ликер зеленый crème de menthe,,True,NULL
1380,2025-07-14 12:22:40.682+00,2025-07-14 12:22:40.682+00,RUS,Ликер мандариновый,,True,NULL
1381,2025-07-14 12:22:40.853+00,2025-07-14 12:22:40.853+00,RUS,Текила серебряная sierra,,True,NULL
1382,2025-07-14 12:22:40.912+00,2025-07-14 12:22:40.912+00,RUS,Ликер малиновый,,True,NULL
1383,2025-07-14 12:22:40.956+00,2025-07-14 12:22:40.956+00,RUS,Текила серебряная sierra silver,,True,NULL
1384,2025-07-14 12:22:41.142+00,2025-07-14 12:22:41.142+00,RUS,Ликер персиковый,,True,NULL
1385,2025-07-14 12:22:41.15+00,2025-07-14 12:22:41.15+00,RUS,Водка грушевая williamsbirne,,True,NULL
1386,2025-07-14 12:22:41.665+00,2025-07-14 12:22:41.665+00,RUS,Ликер зеленый банановый,,True,NULL
1387,2025-07-14 12:22:41.693+00,2025-07-14 12:22:41.693+00,RUS,Ликер  кофейный amaretto,,True,NULL
1388,2025-07-14 12:22:41.709+00,2025-07-14 12:22:41.709+00,RUS,Ликер светлый crème de cacao,,True,NULL
1389,2025-07-14 12:22:41.806+00,2025-07-14 12:22:41.806+00,RUS,Пахта,,False,NULL
1390,2025-07-14 12:22:41.85+00,2025-07-14 12:22:41.85+00,RUS,Ликер яблочный,,True,NULL
1391,2025-07-14 12:22:41.982+00,2025-07-14 12:22:41.983+00,RUS,Ликер темный crème de cacao,,True,NULL
1392,2025-07-14 12:22:42.289+00,2025-07-14 12:22:42.289+00,RUS,Ликер  вишневый grenadine,,True,NULL
1393,2025-07-14 12:22:42.814+00,2025-07-14 12:22:42.814+00,RUS,Ликер зеленый мятный,,True,NULL
1395,2025-07-14 12:22:43.044+00,2025-07-14 12:22:43.044+00,RUS,Ликер травяной benedictine d.o.m.,,True,NULL
1396,2025-07-14 12:22:43.117+00,2025-07-14 12:22:43.117+00,RUS,Вермут сухой,,True,NULL
1397,2025-07-14 12:22:43.177+00,2025-07-14 12:22:43.178+00,RUS,Ликер  вишневый maraschino,,True,NULL
1068,2025-07-14 12:22:14.352+00,2025-07-14 12:22:14.352+00,ENG,Chilled ale,,True,NULL
1069,2025-07-14 12:22:14.396+00,2025-07-14 12:22:14.396+00,ENG,Vodka (freezer-chilled),,True,NULL
1070,2025-07-14 12:22:14.402+00,2025-07-14 12:22:14.402+00,ENG,Chilled lager or ale,,True,NULL
1071,2025-07-14 12:22:14.416+00,2025-07-14 12:22:14.416+00,ENG,Lager or pale ale,,True,NULL
1072,2025-07-14 12:22:14.43+00,2025-07-14 12:22:14.43+00,ENG,Guinness (or other irish stout),,True,NULL
1073,2025-07-14 12:22:14.435+00,2025-07-14 12:22:14.435+00,ENG,Chilled champagne,,True,NULL
1074,2025-07-14 12:22:14.45+00,2025-07-14 12:22:14.45+00,ENG,Chilled beer,,True,NULL
1075,2025-07-14 12:22:14.504+00,2025-07-14 12:22:14.504+00,ENG,Silver or gold rum,,True,NULL
1076,2025-07-14 12:22:14.597+00,2025-07-14 12:22:14.597+00,ENG,"Sake (preferably momokawa
diamond)",,True,NULL
1077,2025-07-14 12:22:14.61+00,2025-07-14 12:22:14.61+00,ENG,"Fresh mint leaves (preferably
japanese shiso mint)",,False,NULL
1078,2025-07-14 12:22:14.641+00,2025-07-14 12:22:14.642+00,ENG,"Puréed white peaches (or regular
peaches)",,False,NULL
1079,2025-07-14 12:22:14.689+00,2025-07-14 12:22:14.689+00,ENG,Slices fresh ginger,,False,NULL
1080,2025-07-14 12:22:14.71+00,2025-07-14 12:22:14.71+00,ENG,E fresh lime juice,,False,NULL
1081,2025-07-14 12:22:14.726+00,2025-07-14 12:22:14.726+00,ENG,Pineappleb,,False,NULL
1082,2025-07-14 12:22:14.781+00,2025-07-14 12:22:14.781+00,ENG,"High-quality gin (such as bombay
sapphire)",,True,NULL
1083,2025-07-14 12:22:14.787+00,2025-07-14 12:22:14.787+00,ENG,Dry vermouth,,True,NULL
1084,2025-07-14 12:22:14.802+00,2025-07-14 12:22:14.802+00,ENG,Good-quality sake,,True,NULL
1085,2025-07-14 12:22:14.837+00,2025-07-14 12:22:14.837+00,ENG,"Cucumber (preferably
english cucumber)",,False,NULL
1086,2025-07-14 12:22:14.846+00,2025-07-14 12:22:14.846+00,ENG,Applejack (or calvados),,True,NULL
1087,2025-07-14 12:22:14.946+00,2025-07-14 12:22:14.946+00,ENG,Chilled club soda,,False,NULL
1088,2025-07-14 12:22:15.012+00,2025-07-14 12:22:15.012+00,ENG,1½ ounces,,True,NULL
1089,2025-07-14 12:22:15.072+00,2025-07-14 12:22:15.072+00,ENG,Calvados or apple brandy,,True,NULL
1090,2025-07-14 12:22:15.127+00,2025-07-14 12:22:15.127+00,ENG,Chilled ginger ale,,False,NULL
1091,2025-07-14 12:22:15.147+00,2025-07-14 12:22:15.147+00,ENG,Cointreau or triple sec,,True,NULL
1092,2025-07-14 12:22:15.163+00,2025-07-14 12:22:15.163+00,ENG,Brandy (or cognac),,True,NULL
1093,2025-07-14 12:22:15.177+00,2025-07-14 12:22:15.177+00,ENG,Fresh lemon (or lime) juice,,False,NULL
1094,2025-07-14 12:22:15.468+00,2025-07-14 12:22:15.468+00,ENG,Cointreau (or triple sec),,True,NULL
1095,2025-07-14 12:22:15.474+00,2025-07-14 12:22:15.474+00,ENG,Calvados (or other apple brandy),,True,NULL
1096,2025-07-14 12:22:15.521+00,2025-07-14 12:22:15.521+00,ENG,Kirsch (or other cherry brandy),,True,NULL
1097,2025-07-14 12:22:15.602+00,2025-07-14 12:22:15.602+00,ENG,Calvados (or applejack),,True,NULL
1098,2025-07-14 12:22:15.607+00,2025-07-14 12:22:15.607+00,ENG,Cognac (or brandy),,True,NULL
1099,2025-07-14 12:22:15.968+00,2025-07-14 12:22:15.968+00,ENG,Fresh lime  juice,,False,NULL
1100,2025-07-14 12:22:16.061+00,2025-07-14 12:22:16.061+00,ENG,Crème de noyaux (or amaretto),,True,NULL
1101,2025-07-14 12:22:16.317+00,2025-07-14 12:22:16.317+00,ENG,Dry sherry,,True,NULL
1102,2025-07-14 12:22:16.486+00,2025-07-14 12:22:16.486+00,ENG,Chilled apple cider,,True,NULL
1103,2025-07-14 12:22:16.604+00,2025-07-14 12:22:16.604+00,ENG,Egg white (optional,,False,NULL
1104,2025-07-14 12:22:16.745+00,2025-07-14 12:22:16.745+00,ENG,"Chilled prosecco (or other
dry sparkling wine)",,True,NULL
1105,2025-07-14 12:22:16.752+00,2025-07-14 12:22:16.752+00,ENG,White peach purée (or peach nectar),,False,NULL
1106,2025-07-14 12:22:16.849+00,2025-07-14 12:22:16.849+00,ENG,Chilled guinnes,,True,NULL
1107,2025-07-14 12:22:16.861+00,2025-07-14 12:22:16.861+00,ENG,Vodka (or gin),,True,NULL
1108,2025-07-14 12:22:17.091+00,2025-07-14 12:22:17.091+00,ENG,Small fresh mint leaves,,False,NULL
1109,2025-07-14 12:22:17.148+00,2025-07-14 12:22:17.148+00,ENG,"Chilled prosecco (or
champagne)",,True,NULL
1110,2025-07-14 12:22:17.191+00,2025-07-14 12:22:17.191+00,ENG,Absinthe (or pernod),,True,NULL
1111,2025-07-14 12:22:17.198+00,2025-07-14 12:22:17.198+00,ENG,Chilled brut champagne,,True,NULL
1112,2025-07-14 12:22:17.215+00,2025-07-14 12:22:17.215+00,ENG,Chilled dry champagne,,True,NULL
1113,2025-07-14 12:22:17.285+00,2025-07-14 12:22:17.285+00,ENG,"Mandarine napoléon liqueur (or
triple sec)",,True,NULL
1114,2025-07-14 12:22:17.345+00,2025-07-14 12:22:17.345+00,ENG,"Fresh strawberry, hulled",,False,NULL
1115,2025-07-14 12:22:17.57+00,2025-07-14 12:22:17.57+00,ENG,Peychaud’s bitters,,True,NULL
1116,2025-07-14 12:22:17.84+00,2025-07-14 12:22:17.84+00,ENG,Rosso (sweet) vermouth,,True,NULL
1117,2025-07-14 12:22:17.867+00,2025-07-14 12:22:17.867+00,ENG,Good-quality rum,,True,NULL
1118,2025-07-14 12:22:17.931+00,2025-07-14 12:22:17.931+00,ENG,Aged bacardi (8 years old),,True,NULL
1119,2025-07-14 12:22:17.966+00,2025-07-14 12:22:17.966+00,ENG,Pimm’s no. 1 4 to,,True,NULL
1120,2025-07-14 12:22:18.086+00,2025-07-14 12:22:18.086+00,ENG,"Poire williams (or other pear
brandy)",,True,NULL
1121,2025-07-14 12:22:18.476+00,2025-07-14 12:22:18.476+00,ENG,"Mandarine napoléon (or other
orange liqueur)",,True,NULL
1122,2025-07-14 12:22:18.558+00,2025-07-14 12:22:18.558+00,ENG,"Crème de mûre (blackberry
liqueur)",,True,NULL
1123,2025-07-14 12:22:18.661+00,2025-07-14 12:22:18.661+00,ENG,Orgeat (or almond) syrup,,False,NULL
1124,2025-07-14 12:22:18.762+00,2025-07-14 12:22:18.762+00,ENG,Chilled club soda (optional),,False,NULL
1125,2025-07-14 12:22:18.946+00,2025-07-14 12:22:18.946+00,ENG,Chilled ginger beer,,True,NULL
1126,2025-07-14 12:22:19.07+00,2025-07-14 12:22:19.07+00,ENG,"Chilled ginger ale or ginger
beer",,True,NULL
1127,2025-07-14 12:22:19.123+00,2025-07-14 12:22:19.123+00,ENG,Good-quality gin,,True,NULL
1128,2025-07-14 12:22:19.131+00,2025-07-14 12:22:19.131+00,ENG,Chilled tonic water,,False,NULL
1129,2025-07-14 12:22:19.435+00,2025-07-14 12:22:19.435+00,ENG,Dry red wine,,True,NULL
1130,2025-07-14 12:22:19.469+00,2025-07-14 12:22:19.469+00,ENG,"Black sambuca (such as opal
nera)",,True,NULL
1131,2025-07-14 12:22:19.61+00,2025-07-14 12:22:19.61+00,ENG,Fresh key lime or other lime juice,,False,NULL
1132,2025-07-14 12:22:19.782+00,2025-07-14 12:22:19.782+00,ENG,Extra-dry vermouth,,True,NULL
1133,2025-07-14 12:22:19.87+00,2025-07-14 12:22:19.87+00,ENG,Chilled gin,,True,NULL
1134,2025-07-14 12:22:19.876+00,2025-07-14 12:22:19.876+00,ENG,Noilly pratt dry vermouth,,True,NULL
1135,2025-07-14 12:22:19.942+00,2025-07-14 12:22:19.942+00,ENG,Or orange peel,,False,NULL
1136,2025-07-14 12:22:20.192+00,2025-07-14 12:22:20.192+00,ENG,Noilly prat dry vermouth,,True,NULL
1137,2025-07-14 12:22:20.219+00,2025-07-14 12:22:20.219+00,ENG,"Angostura or peychaud’s
bitters",,True,NULL
1138,2025-07-14 12:22:20.266+00,2025-07-14 12:22:20.266+00,ENG,"Fresh pink (or regular)
grapefruit juice",,False,NULL
1139,2025-07-14 12:22:20.324+00,2025-07-14 12:22:20.324+00,ENG,Egg white (optional),,False,NULL
1140,2025-07-14 12:22:20.668+00,2025-07-14 12:22:20.668+00,ENG,Chilled white crème de cacao,,True,NULL
1141,2025-07-14 12:22:20.787+00,2025-07-14 12:22:20.787+00,ENG,Tia maria (or other co,,True,NULL
1142,2025-07-14 12:22:20.828+00,2025-07-14 12:22:20.828+00,ENG,Kahlúa or tia maria,,True,NULL
1143,2025-07-14 12:22:21.15+00,2025-07-14 12:22:21.15+00,ENG,Kahlúa (or other co,,True,NULL
1144,2025-07-14 12:22:21.241+00,2025-07-14 12:22:21.241+00,ENG,Pimm’s no. 1,,True,NULL
1145,2025-07-14 12:22:21.568+00,2025-07-14 12:22:21.568+00,ENG,Bacardi light or gold rum,,True,NULL
1146,2025-07-14 12:22:21.714+00,2025-07-14 12:22:21.714+00,ENG,Demerera or spiced rum,,True,NULL
1147,2025-07-14 12:22:21.742+00,2025-07-14 12:22:21.742+00,ENG,Good-quality light rum,,True,NULL
